linha_original,Coleta,Dia,Vaso,Tempo,Soil,Temp.,Pres.,MQ2,MQ3,MQ7,MQ8,MQ135,MQ138,Classe
692,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,306.24,108.0,38.8,77.61,6869,14677,560,3213,19825,11237,0
693,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,306.49,82.0,38.8,77.33,6873,14670,561,3215,19812,11234,0
694,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,306.74,88.0,38.9,77.05,6855,14631,560,3215,19809,11219,0
695,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,307.04,83.0,38.9,76.71,6863,14594,561,3214,19796,11258,0
696,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,307.29,86.0,38.9,76.46,6860,14612,559,3214,19784,11243,0
697,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,307.54,113.0,38.9,76.22,6857,14595,557,3212,19771,11217,0
698,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,307.79,124.0,38.9,75.98,6851,14591,557,3210,19761,11227,0
699,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,308.03,115.0,38.9,75.75,6834,14545,555,3210,19768,11222,0
700,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,308.28,92.0,38.9,75.54,6807,14474,554,3210,19777,11216,0
701,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,308.53,98.0,38.9,75.33,6810,14486,554,3210,19752,11209,0
702,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,308.78,104.0,38.9,75.13,6806,14477,554,3209,19752,11204,0
703,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,309.04,89.0,38.9,74.93,6798,14492,553,3208,19746,11198,0
704,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,309.3,92.0,38.9,74.73,6788,14465,551,3207,19736,11192,0
705,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,309.54,96.0,38.9,74.55,6780,14483,550,3206,19726,11187,0
706,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,309.79,91.0,38.9,74.38,6774,14492,548,3207,19717,11166,0
707,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,310.04,94.0,38.9,74.22,6767,14507,548,3205,19703,11174,0
708,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,310.34,83.0,38.9,74.02,6745,14503,545,3204,19701,11169,0
709,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,310.59,89.0,38.9,73.86,6741,14518,544,3200,19686,11163,0
710,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,310.84,97.0,38.9,73.71,6740,14503,546,3202,19682,11160,0
711,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,311.08,87.0,38.9,73.57,6749,14534,547,3203,19667,11154,0
712,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,311.43,85.0,38.9,73.37,6755,14470,548,3205,19632,11146,0
713,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,311.68,88.0,38.9,73.25,6752,14453,547,3204,19659,11157,0
714,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,311.93,123.0,38.9,73.12,6748,14433,551,3209,19647,11138,0
715,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,312.18,90.0,38.9,72.99,6743,14403,550,3209,19653,11140,0
716,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,312.43,87.0,38.9,72.87,6739,14385,552,3207,19635,11532,0
717,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,312.68,109.0,38.9,72.75,6724,14331,550,3207,19648,11129,0
718,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,312.93,85.0,38.9,72.64,6726,14344,550,3206,19637,11123,0
719,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,313.18,86.0,38.9,72.54,6716,14330,547,3205,19620,11420,0
720,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,313.42,126.0,38.9,72.43,6716,14295,537,3192,19638,11320,0
721,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,313.72,112.0,38.9,72.31,6711,14303,536,3194,19623,11370,0
722,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,313.98,115.0,38.9,72.19,6706,14254,535,3193,19611,12303,0
723,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,314.22,90.0,38.9,72.11,6692,14301,535,3192,19610,12312,0
724,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,314.47,91.0,38.9,72.02,6699,14292,534,3190,19603,12313,0
725,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,314.73,80.0,39.0,71.93,6701,14263,534,3190,19600,12314,0
726,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,314.98,85.0,39.0,71.85,6698,14274,534,3191,19595,12316,0
727,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,315.22,87.0,38.9,71.76,6689,14236,532,3189,19603,12295,0
728,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,315.47,84.0,39.0,71.68,6687,14240,531,3187,19588,12299,0
729,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,315.72,88.0,39.0,71.6,6683,14222,531,3188,19585,12293,0
730,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,315.98,87.0,39.0,71.54,6682,14199,532,3188,19588,12282,0
731,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,316.23,85.0,39.0,71.45,6674,14191,531,3190,19581,12275,0
732,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,316.46,122.0,39.0,71.39,6667,14181,531,3190,19566,12266,0
733,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,316.69,123.0,39.0,71.33,6661,14183,531,3188,19567,12253,0
734,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,316.92,115.0,39.0,71.27,6656,14168,530,3188,19567,12178,0
735,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,317.16,78.0,39.0,71.21,6650,14149,530,3187,19561,12247,0
736,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,317.39,79.0,39.0,71.15,6642,14108,530,3186,19562,12239,0
737,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,317.78,87.0,39.0,71.06,6630,14072,528,3186,19572,12227,0
738,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,318.32,85.0,39.0,70.94,6619,14061,526,3184,19555,12199,0
739,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,318.71,83.0,39.0,70.85,6614,14070,527,3185,19525,12181,0
740,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,318.94,84.0,39.0,70.81,6611,14077,524,3184,19532,12173,0
741,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,319.17,83.0,39.0,70.76,6595,13972,524,3182,19556,12165,0
742,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,319.41,85.0,39.0,72.72,6614,13900,529,3185,19548,12122,0
743,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,319.65,82.0,39.0,79.17,6685,13974,540,3197,19607,12122,0
744,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,319.88,86.0,39.0,84.02,6829,14076,553,3210,19610,12104,0
745,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,320.11,86.0,39.0,87.73,6806,14139,551,3210,19613,12073,0
746,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,320.34,80.0,39.0,90.44,6833,14122,554,3211,19579,12019,0
747,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,320.58,83.0,39.0,92.23,6816,14137,552,3209,19529,11995,0
748,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,320.81,79.0,39.1,93.18,6844,14110,557,3212,19475,11957,0
749,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,321.04,89.0,39.1,93.47,6827,14069,556,3212,19416,11918,0
750,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,321.27,85.0,39.1,93.52,6808,13990,555,3211,19347,11883,0
751,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,321.5,95.0,39.1,93.52,6798,13980,556,3211,19313,11851,0
752,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,321.74,116.0,39.1,93.52,6789,13976,556,3212,19258,11824,0
753,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,321.97,79.0,39.1,93.52,6787,13994,556,3213,19210,11800,0
754,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,322.2,79.0,39.1,93.53,6778,13958,556,3212,19185,11781,0
755,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,322.43,82.0,39.1,93.52,6771,13964,555,3211,19161,11763,0
756,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,322.66,80.0,39.1,93.52,6763,13927,555,3212,19157,11751,0
757,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,322.95,84.0,39.1,93.53,6754,13907,555,3213,19133,11731,0
758,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,323.18,88.0,39.1,93.53,6736,13870,555,3212,19085,11723,0
759,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,323.41,89.0,39.1,93.53,6743,13886,555,3212,19106,11734,0
760,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,323.64,85.0,39.1,93.53,6728,13868,555,3211,19096,11728,0
761,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,323.88,82.0,39.1,93.53,6733,13854,556,3211,19088,11711,0
762,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,324.12,84.0,39.1,93.52,6731,13849,555,3212,19078,11698,0
763,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,324.35,93.0,39.1,93.53,6728,13819,555,3212,19073,11687,0
764,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,324.58,121.0,39.2,93.53,6723,13812,555,3211,19077,11678,0
765,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,324.81,90.0,39.2,93.53,6725,13829,556,3211,19062,11671,0
766,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,325.05,79.0,39.2,93.53,6724,13827,556,3212,19059,11648,0
767,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,325.28,88.0,39.2,93.53,6712,13818,556,3211,19061,11659,0
768,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,325.51,92.0,39.2,93.53,6720,13802,556,3211,19062,11655,0
769,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,325.74,89.0,39.2,93.53,6720,13808,557,3211,19058,11653,0
770,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,325.97,81.0,39.2,93.53,6719,13808,556,3212,19054,11632,0
771,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,326.2,89.0,39.2,93.53,6710,13803,556,3212,19052,11644,0
772,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,326.44,87.0,39.2,93.53,6719,13799,556,3212,19052,11641,0
773,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,326.67,86.0,39.2,93.52,6720,13799,557,3213,19056,11642,0
774,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,326.9,85.0,39.2,93.53,6719,13793,557,3212,19028,11638,0
775,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,327.13,89.0,39.2,93.53,6718,13787,556,3212,19046,11641,0
776,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,327.42,93.0,39.2,93.54,6718,13777,558,3212,19058,11633,0
777,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,327.65,84.0,39.2,93.53,6717,13780,558,3211,19068,11618,0
778,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,327.88,89.0,39.2,93.53,6715,13773,559,3213,19068,11606,0
779,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,328.11,94.0,39.2,93.53,6714,13763,560,3214,19074,10775,0
2830,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,232.9,61.0,44.6,93.53,6888,13897,758,3606,19756,11587,0
2831,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,233.13,66.0,44.6,93.53,6897,13890,756,3606,19726,11578,0
2832,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,233.36,65.0,44.6,93.53,6893,13884,754,3597,19739,11575,0
2833,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,233.6,63.0,44.6,93.53,6886,13888,767,3615,19746,11575,0
2834,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,233.83,70.0,44.6,93.53,6869,13846,771,3609,19746,11576,0
2835,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,234.12,69.0,44.6,93.53,6873,13883,789,3635,19746,11573,0
2836,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,234.36,61.0,44.6,93.53,6877,13907,791,3639,19734,11571,0
2837,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,234.59,64.0,44.6,93.53,6876,13871,789,3638,19742,11572,0
2838,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,234.83,63.0,44.6,93.52,6876,13885,788,3635,19749,11575,0
2839,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,235.07,68.0,44.6,93.52,6861,13861,786,3635,19753,11572,0
2840,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,235.3,66.0,44.7,93.53,6864,13868,786,3634,19743,11573,0
2841,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,235.54,62.0,44.7,93.53,6874,13865,785,3631,19776,11575,0
2842,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,235.77,59.0,44.7,93.53,6873,13840,785,3630,19758,11577,0
2843,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,236.0,61.0,44.7,93.53,6875,13859,784,3633,19768,11581,0
2844,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,236.24,64.0,44.7,93.53,6873,13899,785,3634,19748,11583,0
2845,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,236.47,63.0,44.7,93.53,6887,13916,785,3635,19746,11586,0
2846,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,236.71,68.0,44.7,93.53,6884,13898,784,3634,19750,11589,0
2847,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,236.94,66.0,44.7,93.53,6874,13865,782,3632,19733,11587,0
2848,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,237.17,66.0,44.7,93.52,6873,13818,781,3631,19754,11590,0
2849,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,237.46,61.0,44.7,93.53,6877,13891,783,3632,19751,11590,0
2850,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,237.7,62.0,44.7,93.53,6879,13841,782,3633,19758,11591,0
2851,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,237.93,57.0,44.7,93.53,6870,13902,775,3624,19754,11594,0
2852,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,238.16,57.0,44.7,93.53,6898,13953,777,3626,19707,11594,0
2853,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,238.41,54.0,44.7,93.52,6915,13933,751,3608,19755,11602,0
2854,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,238.65,59.0,44.7,93.53,6917,13942,744,3601,19742,11599,0
2855,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,238.88,60.0,44.7,93.53,6892,13796,748,3600,19788,11583,0
2856,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,239.11,63.0,44.7,93.53,6906,13907,752,3604,19753,11601,0
2857,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,239.34,69.0,44.7,93.53,6915,13976,755,3607,19735,11604,0
2858,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,239.58,70.0,44.7,93.52,6917,13963,754,3603,19738,11604,0
2859,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,239.82,66.0,44.7,93.53,6898,13838,753,3603,19770,11591,0
2860,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,240.05,61.0,44.7,92.59,6872,13826,762,3610,19744,11587,0
2861,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,240.28,67.0,44.7,91.24,6876,13865,753,3604,19715,11587,0
2862,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,240.51,68.0,44.7,90.07,6881,13870,759,3607,19693,11569,0
2863,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,240.8,57.0,44.7,88.8,6861,13861,752,3604,19705,11576,0
2864,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,241.04,67.0,44.7,87.88,6835,13875,754,3605,19680,11573,0
2865,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,241.43,66.0,44.6,86.49,6851,13864,751,3604,19714,11569,0
2866,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,241.97,57.0,44.7,84.79,6827,13789,754,3606,19757,11563,0
2867,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,242.36,71.0,44.7,83.7,6851,13848,756,3605,19713,11561,0
2868,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,242.6,69.0,44.7,83.1,6818,13833,768,3620,19757,11557,0
2869,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,242.84,69.0,44.7,82.52,6845,13918,771,3621,19734,11559,0
2870,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,243.09,64.0,44.7,81.91,6828,13879,769,3623,19754,11552,0
2871,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,243.32,66.0,44.7,81.39,6849,13888,771,3623,19761,11551,0
2872,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,243.56,60.0,44.7,80.88,6838,13859,772,3625,19783,11550,0
2873,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,243.79,67.0,44.7,80.39,6819,13794,765,3618,19795,11531,0
2874,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,244.03,68.0,44.7,79.92,6829,13816,767,3617,19795,11548,0
2875,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,244.26,62.0,44.7,79.48,6831,13828,768,3617,19775,11546,0
2876,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,244.49,62.0,44.7,79.04,6817,13817,767,3618,19784,11539,0
2877,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,244.73,60.0,44.7,78.63,6803,13760,767,3619,19792,11538,0
2878,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,244.96,65.0,44.7,78.23,6788,13757,766,3616,19771,11532,0
2879,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,245.26,69.0,44.7,77.74,6839,13949,771,3628,19721,11532,0
2880,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,245.49,68.0,44.7,77.37,6830,13941,776,3630,19722,11532,0
2881,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,245.72,71.0,44.7,77.01,6819,13926,775,3625,19713,11526,0
2882,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,245.96,66.0,44.7,76.67,6808,13908,770,3622,19709,11523,0
2883,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,246.29,79.0,44.7,76.2,6792,13946,765,3615,19691,11515,0
2884,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,246.53,71.0,44.7,75.88,6799,13942,767,3618,19697,11515,0
2885,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,246.76,76.0,44.7,75.58,6801,13851,764,3616,19703,11491,0
2886,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,246.99,70.0,44.7,75.29,6785,13891,761,3613,19680,11502,0
2887,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,247.24,69.0,44.7,75.0,6787,13894,756,3608,19677,11498,0
2888,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,247.5,69.0,44.7,74.68,6789,13905,752,3604,19656,11493,0
2889,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,247.73,77.0,44.7,74.42,6784,13916,752,3602,19651,11488,0
2890,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,247.96,67.0,44.7,74.16,6777,13897,749,3603,19658,11487,0
2891,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,248.19,73.0,44.7,73.91,6763,13842,751,3603,19671,11466,0
2892,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,248.43,79.0,44.7,73.67,6758,13830,747,3600,19666,11477,0
2893,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,248.67,73.0,44.7,73.43,6753,13889,749,3603,19645,11474,0
2894,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,248.9,225.0,44.6,73.21,6776,13826,751,3606,19646,11467,0
2895,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,249.14,220.0,44.7,73.0,6767,13810,752,3608,19640,11464,0
2896,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,249.37,224.0,44.7,72.79,6761,13828,750,3605,19632,11460,0
2897,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,249.66,76.0,44.7,72.53,6763,13845,746,3603,19622,11454,0
